,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,20.556,24.0,20.0,19.0,19.0,31.0,24.0
2,250000.0,141158.0,167657.0,216949.0,219024.0,217394.0,217394.0
3,27.0,29.0,29.0,30.0,30.0,26.0,27.0
4,3.0,10.0,6.0,11.0,12.0,8.0,4.0
5,10.0,18.0,7.0,6.0,11.0,15.0,9.0
6,547.0,212.0,340.0,192.0,193.0,250.0,463.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,20.0,14.0,19.0,17.0,20.0,20.0,13.0
9,8.0,16.0,15.0,13.0,14.0,14.0,14.0
10,1640.0,2120.0,2038.0,2110.0,2314.0,2000.0,1852.0
11,74.0,90.0,83.0,87.0,93.0,88.0,85.0
12,8.0,3.0,6.0,7.0,3.0,4.0,6.0
13,75.0,76.0,76.0,79.0,79.0,96.0,71.0
14,1.0,0.0,1.0,1.0,2.0,2.0,1.0
15,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,52.0,76.0,66.0,77.0,83.0,81.0,63.0
17,22.0,21.0,17.0,13.0,7.0,8.0,15.0
18,26.0,3.0,17.0,10.0,10.0,12.0,22.0
