,2019-2020,2020-2021,2021-2022
1,13.5,13.5,13.5
2,6094.0,42655.0,42655.0
3,33.0,34.0,23.0
4,3.0,5.0,1.0
5,2.0,3.0,1.0
6,891.0,466.0,1395.0
7,0.0,0.0,0.0
8,37.0,38.0,19.0
9,10.0,8.0,6.0
10,2672.0,2331.0,1395.0
11,94.0,85.0,70.0
12,3.0,6.0,9.0
13,87.0,89.0,61.0
14,10.0,8.0,4.0
15,0.0,1.0,0.0
16,33.0,21.0,52.0
17,36.0,35.0,17.0
18,30.0,44.0,30.0
