,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,14.0,6.0,22.0,1.5,23.0,3.0,3.0,9.0
2,2125.0,5863.0,47283.0,48946.0,4941.0,4941.0,6588.0,6588.0
3,17.0,29.0,12.0,13.0,12.0,22.0,29.0,26.0
4,1.0,5.0,0.0,0.0,3.0,3.0,5.0,1.0
5,0.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0
6,1211.0,463.0,0.0,0.0,297.0,572.0,490.0,1964.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10.0,16.0,17.0,12.0,19.0,27.0,31.0,30.0
9,7.0,16.0,4.0,3.0,2.0,6.0,10.0,7.0
10,1211.0,2315.0,969.0,589.0,890.0,1715.0,2449.0,1964.0
11,82.0,93.0,100.0,46.0,92.0,86.0,100.0,92.0
12,3.0,4.0,4.0,17.0,2.0,3.0,0.0,4.0
13,71.0,85.0,67.0,38.0,71.0,85.0,85.0,76.0
14,2.0,4.0,5.0,2.0,2.0,6.0,7.0,9.0
15,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
16,53.0,72.0,42.0,23.0,50.0,45.0,52.0,50.0
17,29.0,21.0,25.0,31.0,8.0,23.0,17.0,12.0
18,18.0,7.0,33.0,46.0,42.0,32.0,31.0,38.0
