,2019-2020,2020-2021,2021-2022
1,23.0,14.722,21.0
2,39526.0,39526.0,39526.0
3,3.0,33.0,17.0
4,0.0,3.0,5.0
5,0.0,1.0,1.0
6,0.0,584.0,207.0
7,0.0,0.0,0.0
8,1.0,18.0,13.0
9,2.0,10.0,6.0
10,270.0,1753.0,1033.0
11,100.0,64.0,65.0
12,1.0,14.0,6.0
13,43.0,87.0,100.0
14,1.0,6.0,4.0
15,0.0,0.0,0.0
16,67.0,58.0,65.0
17,0.0,24.0,6.0
18,33.0,18.0,29.0
