,2018-2019,2019-2020,2020-2021,2021-2022
1,23.0,26.0,19.0,12.0
2,20965.0,49408.0,122696.0,122696.0
3,25.0,28.0,32.0,26.0
4,2.0,3.0,0.0,2.0
5,1.0,3.0,3.0,2.0
6,629.0,532.0,0.0,504.0
7,0.0,0.0,0.0,0.0
8,8.0,16.0,14.0,15.0
9,15.0,15.0,14.0,11.0
10,1257.0,1595.0,1377.0,1007.0
11,52.0,75.0,47.0,42.0
12,20.0,12.0,23.0,18.0
13,74.0,74.0,84.0,68.0
14,2.0,5.0,2.0,2.0
15,0.0,0.0,0.0,0.0
16,80.0,57.0,63.0,46.0
17,12.0,25.0,16.0,46.0
18,8.0,18.0,22.0,8.0
