,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,9,8,12,10,18,18,22,10
2,1416,1367,1630,81292,82066,80699,65877,65877
3,1,31,28,23,14,12,21,22
4,0,5,2,0,1,0,1,2
5,0,8,6,4,0,1,1,3
6,0,413,1137,0,697,0,1259,829
7,0,0,0,0,0,0,0,0
8,0,31,34,14,14,8,13,31
9,0,6,10,11,3,6,7,6
10,0,2063,2274,1146,697,562,1259,1658
11,0,87,93,48,50,50,71,91
12,7,6,7,15,24,21,17,3
13,3,91,82,68,41,35,62,65
14,0,4,3,3,2,1,2,6
15,0,0,0,0,0,0,0,1
16,100,48,39,65,57,67,67,64
17,0,13,29,17,36,17,14,9
18,0,39,32,17,7,17,19,27
