,2018-2019,2019-2020,2020-2021,2021-2022
1,6,4,17,9
2,42705,42655,42655,36562
3,23,33,32,25
4,0,2,0,1
5,0,4,2,1
6,0,1321,0,1446
7,0,0,0,0
8,21,32,32,16
9,6,10,9,9
10,1521,2641,2585,1446
11,61,91,94,64
12,20,4,2,9
13,64,83,82,63
14,1,6,4,2
15,0,0,0,0
16,43,42,25,40
17,17,30,34,20
18,39,27,41,40
