,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,11.0,11.0,13.5,13.5,13.5,13.5,11.0
2,14707.0,15168.0,15382.0,33548.0,36562.0,36562.0,68677.0
3,25.0,36.0,34.0,32.0,33.0,32.0,23.0
4,3.0,1.0,1.0,2.0,3.0,1.0,1.0
5,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6,722.0,3100.0,2979.0,1425.0,943.0,2744.0,1988.0
7,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8,39.0,59.0,37.0,38.0,41.0,48.0,20.0
9,6.0,9.0,13.0,8.0,10.0,6.0,10.0
10,2166.0,3100.0,2979.0,2849.0,2830.0,2744.0,1988.0
11,92.0,100.0,100.0,100.0,100.0,100.0,96.0
12,7.0,0.0,1.0,1.0,1.0,2.0,8.0
13,66.0,95.0,89.0,84.0,87.0,84.0,62.0
14,8.0,10.0,12.0,5.0,12.0,5.0,5.0
15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,24.0,25.0,41.0,22.0,33.0,25.0,48.0
17,32.0,25.0,26.0,44.0,33.0,34.0,22.0
18,44.0,50.0,32.0,34.0,33.0,41.0,30.0
