,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,16.6,17.0,5.0,27.0,17.0,17.0
2,15715.0,32510.0,41025.0,41173.0,41173.0,69171.0
3,28.0,26.0,24.0,12.0,29.0,30.0
4,3.0,3.0,4.0,1.0,4.0,2.0
5,1.0,0.0,0.0,0.0,1.0,0.0
6,839.0,708.0,512.0,856.0,591.0,1321.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,30.0,34.0,15.0,12.0,24.0,29.0
9,8.0,6.0,13.0,3.0,13.0,9.0
10,2517.0,2125.0,2049.0,856.0,2364.0,2642.0
11,100.0,96.0,96.0,75.0,86.0,100.0
12,1.0,5.0,10.0,9.0,8.0,0.0
13,82.0,76.0,71.0,35.0,85.0,88.0
14,9.0,5.0,5.0,0.0,4.0,1.0
15,1.0,1.0,0.0,0.0,0.0,0.0
16,61.0,38.0,63.0,42.0,55.0,50.0
17,18.0,23.0,33.0,42.0,24.0,23.0
18,21.0,38.0,4.0,17.0,21.0,27.0
