,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,35.0,29.0,33.0,33.0,32.0,19.0,17.0,26.0,30.0
2,132561.0,126055.0,121148.0,233517.0,241669.0,306920.0,360346.0,360346.0,324279.0
3,34.0,16.0,32.0,25.0,26.0,34.0,31.0,35.0,28.0
4,1.0,1.0,2.0,1.0,1.0,3.0,3.0,5.0,2.0
5,6.0,3.0,4.0,2.0,6.0,6.0,7.0,3.0,8.0
6,2645.0,1297.0,1310.0,1911.0,1969.0,866.0,665.0,547.0,1017.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,30.0,11.0,25.0,20.0,19.0,35.0,14.0,23.0,20.0
9,13.0,8.0,12.0,6.0,8.0,11.0,16.0,14.0,12.0
10,2645.0,1297.0,2619.0,1911.0,1969.0,2598.0,1996.0,2735.0,2034.0
11,85.0,100.0,97.0,88.0,88.0,91.0,71.0,91.0,89.0
12,5.0,1.0,2.0,7.0,8.0,4.0,10.0,4.0,5.0
13,89.0,42.0,84.0,66.0,68.0,89.0,82.0,92.0,74.0
14,6.0,3.0,5.0,2.0,3.0,6.0,7.0,4.0,5.0
15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,71.0,81.0,69.0,76.0,50.0,56.0,71.0,63.0,71.0
17,15.0,0.0,19.0,12.0,35.0,12.0,23.0,26.0,14.0
18,15.0,19.0,13.0,12.0,15.0,32.0,6.0,11.0,14.0
