,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,2.75,3.75,1.5,6.0,1.5,27.0,13.0,19.0,22.0
2,15580.0,42000.0,42000.0,60000.0,60000.0,42820.0,57642.0,57642.0,57642.0
3,33.0,31.0,34.0,33.0,36.0,34.0,25.0,34.0,34.0
4,16.0,4.0,8.0,3.0,6.0,28.0,11.0,14.0,13.0
5,13.0,6.0,11.0,5.0,3.0,11.0,14.0,18.0,19.0
6,186.0,514.0,285.0,804.0,465.0,104.0,197.0,186.0,226.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,37.0,16.0,29.0,29.0,42.0,30.0,23.0,18.0,19.0
9,8.0,14.0,9.0,12.0,8.0,15.0,8.0,16.0,22.0
10,2970.0,2055.0,2279.0,2411.0,2792.0,2900.0,2167.0,2603.0,2934.0
11,100.0,77.0,79.0,91.0,94.0,100.0,100.0,91.0,100.0
12,0.0,9.0,11.0,3.0,4.0,0.0,0.0,3.0,0.0
13,97.0,82.0,89.0,87.0,95.0,100.0,100.0,100.0,100.0
14,3.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,52.0,48.0,47.0,30.0,19.0,82.0,72.0,82.0,76.0
17,33.0,16.0,24.0,27.0,42.0,6.0,8.0,12.0,15.0
18,15.0,35.0,29.0,42.0,39.0,12.0,20.0,6.0,9.0
