,2018-2019,2019-2020,2020-2021,2021-2022
1,3.75,3.75,3.75,3.75
2,50000.0,50000.0,50000.0,65000.0
3,29.0,30.0,33.0,24.0
4,3.0,5.0,4.0,2.0
5,2.0,3.0,5.0,0.0
6,478.0,344.0,692.0,722.0
7,0.0,0.0,0.0,0.0
8,26.0,25.0,56.0,30.0
9,4.0,9.0,9.0,5.0
10,1433.0,1718.0,2766.0,1443.0
11,55.0,63.0,97.0,63.0
12,18.0,13.0,2.0,12.0
13,76.0,79.0,87.0,63.0
14,2.0,4.0,2.0,1.0
15,0.0,0.0,0.0,0.0
16,21.0,43.0,36.0,33.0
17,31.0,20.0,15.0,25.0
18,48.0,37.0,48.0,42.0
