,2018-2019,2019-2020,2021-2022
1,17,11,23
2,21344,76252,76252
3,27,26,28
4,4,6,2
5,2,2,2
6,442,240,987
7,0,0,0
8,23,18,24
9,7,6,10
10,1766,1441,1973
11,74,62,82
12,17,10,7
13,71,68,74
14,8,8,11
15,0,0,2
16,48,62,46
17,33,19,21
18,19,19,32
