,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,22.0,22.0,8.0,16.0,7.833,7.833,21.0
2,5880.0,19417.0,27010.0,30270.0,65000.0,65000.0,65000.0
3,27.0,32.0,35.0,35.0,35.0,33.0,36.0
4,1.0,6.0,3.0,2.0,2.0,5.0,6.0
5,0.0,2.0,12.0,4.0,5.0,5.0,3.0
6,1296.0,445.0,874.0,1240.0,1073.0,514.0,467.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,15.0,43.0,38.0,38.0,36.0,33.0,38.0
9,9.0,8.0,11.0,11.0,7.0,9.0,8.0
10,1296.0,2667.0,2621.0,2479.0,2146.0,2572.0,2799.0
11,44.0,97.0,86.0,80.0,69.0,94.0,89.0
12,21.0,4.0,5.0,8.0,13.0,5.0,4.0
13,71.0,84.0,92.0,92.0,92.0,87.0,95.0
14,1.0,6.0,4.0,3.0,3.0,3.0,4.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,41.0,34.0,49.0,29.0,29.0,55.0,39.0
17,33.0,25.0,17.0,34.0,26.0,15.0,22.0
18,26.0,41.0,34.0,37.0,46.0,30.0,39.0
