,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,22.0,1.5,27.0,3.625,3.0,3.625
2,1186.0,8482.0,10277.0,49408.0,49408.0,49408.0
3,29.0,23.0,25.0,23.0,25.0,26.0
4,16.0,6.0,11.0,11.0,6.0,6.0
5,6.0,0.0,2.0,3.0,2.0,2.0
6,134.0,191.0,133.0,172.0,322.0,249.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,11.0,12.0,15.0,27.0,27.0,14.0
9,15.0,8.0,11.0,4.0,6.0,11.0
10,2151.0,1147.0,1458.0,1888.0,1929.0,1492.0
11,90.0,48.0,60.0,96.0,84.0,73.0
12,4.0,12.0,13.0,1.0,4.0,12.0
13,85.0,68.0,74.0,92.0,66.0,68.0
14,1.0,0.0,1.0,2.0,2.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,76.0,74.0,80.0,35.0,44.0,58.0
17,17.0,9.0,4.0,35.0,20.0,19.0
18,7.0,17.0,16.0,30.0,36.0,23.0
