,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,3.75,1.5,6.0,3.75,3.75,10.0,3.75,3.75
2,40000.0,40000.0,40000.0,90000.0,90000.0,90000.0,90000.0,90000.0
3,30.0,18.0,38.0,20.0,1.0,28.0,8.0,19.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21.0,17.0,48.0,30.0,3.0,17.0,11.0,35.0
9,14.0,6.0,14.0,4.0,0.0,14.0,2.0,3.0
10,2623.0,1620.0,3420.0,1800.0,90.0,2497.0,720.0,1710.0
11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
12,0.0,0.0,0.0,18.0,4.0,0.0,30.0,14.0
13,79.0,47.0,100.0,53.0,3.0,100.0,21.0,50.0
14,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,53.0,67.0,32.0,20.0,0.0,86.0,50.0,32.0
17,17.0,17.0,26.0,35.0,0.0,7.0,0.0,26.0
18,30.0,17.0,42.0,45.0,100.0,7.0,50.0,42.0
