,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.0,1.0,1.0,1.0,1.0,1.0
2,9157.0,12072.0,13719.0,13669.0,13669.0,13669.0
3,13.0,31.0,27.0,28.0,31.0,35.0
4,0.0,0.0,0.0,0.0,1.0,0.0
5,0.0,1.0,2.0,0.0,0.0,3.0
6,0.0,0.0,0.0,0.0,2607.0,0.0
7,0.0,0.0,0.0,1.0,0.0,0.0
8,23.0,39.0,33.0,48.0,42.0,51.0
9,1.0,8.0,10.0,7.0,5.0,7.0
10,1050.0,2482.0,2201.0,2402.0,2607.0,2946.0
11,85.0,90.0,89.0,96.0,94.0,100.0
12,9.0,7.0,9.0,3.0,3.0,0.0
13,65.0,82.0,71.0,74.0,82.0,92.0
14,1.0,5.0,6.0,9.0,2.0,13.0
15,0.0,0.0,1.0,0.0,0.0,0.0
16,38.0,42.0,41.0,32.0,35.0,29.0
17,31.0,19.0,22.0,14.0,23.0,17.0
18,31.0,39.0,37.0,54.0,42.0,54.0
