,2018-2019,2019-2020,2020-2021,2021-2022
1,13,13,13,13
2,9025,9058,17787,17787
3,16,36,29,13
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,24,51,44,29
9,2,5,3,2
10,1440,3240,2610,1166
11,100,100,100,100
12,21,2,7,22
13,42,95,76,34
14,0,2,0,1
15,0,0,0,1
16,25,33,28,8
17,31,19,38,38
18,44,47,34,54
