,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,23.0,20.556,13.0,26.0,20.0,19.0,11.0,24.0,23.0
2,50000.0,55000.0,70000.0,70000.0,70000.0,70000.0,80205.0,80205.0,80205.0
3,25.0,25.0,35.0,18.0,29.0,25.0,30.0,16.0,27.0
4,1.0,4.0,0.0,1.0,4.0,1.0,3.0,0.0,3.0
5,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
6,1939.0,469.0,0.0,1215.0,634.0,2217.0,855.0,0.0,697.0
7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,25.0,23.0,31.0,16.0,24.0,39.0,38.0,20.0,28.0
9,8.0,6.0,17.0,9.0,12.0,4.0,6.0,3.0,10.0
10,1939.0,1877.0,3150.0,1215.0,2536.0,2217.0,2566.0,1111.0,2090.0
11,84.0,84.0,100.0,72.0,97.0,100.0,97.0,81.0,85.0
12,4.0,9.0,0.0,9.0,7.0,4.0,2.0,3.0,7.0
13,66.0,66.0,92.0,47.0,76.0,66.0,81.0,46.0,71.0
14,2.0,2.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,52.0,44.0,49.0,50.0,66.0,44.0,50.0,69.0,44.0
17,24.0,28.0,26.0,28.0,10.0,20.0,17.0,6.0,26.0
18,24.0,28.0,26.0,22.0,24.0,36.0,33.0,25.0,30.0
