,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.0,1.0,1.0,1.0,7.75,7.75
2,14592.0,15086.0,15250.0,15316.0,42655.0,42655.0
3,35.0,29.0,32.0,28.0,27.0,16.0
4,1.0,3.0,3.0,4.0,1.0,0.0
5,3.0,2.0,3.0,3.0,0.0,1.0
6,2382.0,713.0,836.0,505.0,1834.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,41.0,31.0,35.0,43.0,40.0,9.0
9,7.0,7.0,11.0,6.0,6.0,4.0
10,2382.0,2139.0,2507.0,2020.0,1834.0,897.0
11,77.0,72.0,94.0,79.0,74.0,69.0
12,10.0,11.0,5.0,10.0,15.0,25.0
13,92.0,76.0,84.0,74.0,71.0,42.0
14,5.0,8.0,11.0,4.0,5.0,3.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,34.0,48.0,44.0,32.0,15.0,38.0
17,34.0,17.0,13.0,11.0,41.0,13.0
18,31.0,34.0,44.0,57.0,44.0,50.0
