,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,28.0,23.0,23.0,25.0,26.0,19.0,19.0,19.0
2,13604.0,13077.0,78805.0,81556.0,86308.0,94698.0,77076.0,77076.0
3,31.0,33.0,26.0,18.0,4.0,26.0,35.0,38.0
4,2.0,4.0,1.0,2.0,0.0,1.0,0.0,4.0
5,3.0,4.0,3.0,2.0,0.0,5.0,9.0,5.0
6,809.0,594.0,1183.0,297.0,0.0,1610.0,0.0,707.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,18.0,26.0,12.0,5.0,1.0,21.0,51.0,38.0
9,10.0,15.0,8.0,7.0,1.0,9.0,7.0,14.0
10,1618.0,2374.0,1183.0,593.0,71.0,1610.0,2851.0,2827.0
11,52.0,76.0,46.0,22.0,0.0,77.0,97.0,87.0
12,22.0,10.0,25.0,23.0,8.0,9.0,2.0,5.0
13,82.0,92.0,68.0,47.0,29.0,68.0,92.0,100.0
14,2.0,3.0,1.0,1.0,0.0,2.0,10.0,4.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,61.0,45.0,65.0,72.0,75.0,23.0,40.0,32.0
17,16.0,27.0,19.0,22.0,0.0,35.0,23.0,26.0
18,23.0,27.0,15.0,6.0,25.0,42.0,37.0,42.0
