,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,19.0,21.0,26.0,3.0,23.0
2,30000.0,30000.0,30000.0,49737.0,50000.0
3,9.0,25.0,1.0,8.0,1.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,8.0,26.0,0.0,5.0,2.0
9,4.0,9.0,1.0,5.0,0.0
10,809.0,2235.0,90.0,720.0,90.0
11,100.0,100.0,100.0,100.0,100.0
12,0.0,0.0,0.0,0.0,0.0
13,0.0,83.0,0.0,44.0,20.0
14,0.0,2.0,0.0,1.0,0.0
15,1.0,1.0,0.0,0.0,0.0
16,33.0,44.0,100.0,38.0,100.0
17,44.0,28.0,0.0,25.0,0.0
18,22.0,28.0,0.0,38.0,0.0
