,2019-2020,2020-2021,2021-2022
1,10.0,23.0,18.889
2,30000.0,90000.0,90000.0
3,14.0,14.0,29.0
4,3.0,2.0,6.0
5,0.0,1.0,6.0
6,221.0,295.0,310.0
7,0.0,0.0,0.0
8,9.0,3.0,25.0
9,4.0,6.0,8.0
10,664.0,589.0,1858.0
11,43.0,50.0,72.0
12,18.0,16.0,15.0
13,37.0,37.0,76.0
14,1.0,1.0,2.0
15,0.0,0.0,1.0
16,21.0,57.0,55.0
17,57.0,21.0,7.0
18,21.0,21.0,38.0
