,2019-2020,2020-2021,2021-2022
1,10.0,10.0,18.889
2,3953.0,3459.0,26923.0
3,11.0,14.0,22.0
4,1.0,0.0,1.0
5,4.0,0.0,1.0
6,927.0,0.0,1175.0
7,0.0,0.0,0.0
8,13.0,11.0,19.0
9,4.0,4.0,5.0
10,927.0,634.0,1175.0
11,91.0,50.0,59.0
12,7.0,18.0,25.0
13,32.0,41.0,58.0
14,2.0,3.0,2.0
15,0.0,0.0,0.0
16,55.0,64.0,59.0
17,18.0,14.0,0.0
18,27.0,21.0,41.0
