,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.0,6.0,6.0,10.0,10.0
2,4068.0,5451.0,5435.0,8235.0,74111.0
3,4.0,31.0,14.0,32.0,27.0
4,0.0,10.0,11.0,19.0,5.0
5,0.0,4.0,2.0,8.0,1.0
6,0.0,90.0,108.0,129.0,336.0
7,0.0,0.0,0.0,0.0,0.0
8,3.0,7.0,12.0,25.0,25.0
9,1.0,16.0,4.0,12.0,6.0
10,111.0,898.0,1189.0,2446.0,1681.0
11,0.0,19.0,100.0,81.0,74.0
12,12.0,28.0,0.0,6.0,7.0
13,13.0,91.0,54.0,94.0,79.0
14,1.0,4.0,1.0,1.0,2.0
15,0.0,0.0,0.0,0.0,0.0
16,50.0,84.0,64.0,63.0,67.0
17,50.0,6.0,21.0,25.0,7.0
18,0.0,10.0,14.0,13.0,26.0
