,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,5.0,6.0,15.0,21.875,30.0,29.0,18.0,24.0,19.0
2,9404.0,10096.0,60000.0,75000.0,75000.0,75000.0,75000.0,75000.0,209653.0
3,11.0,33.0,38.0,36.0,33.0,35.0,37.0,38.0,31.0
4,4.0,14.0,11.0,6.0,1.0,3.0,4.0,2.0,1.0
5,0.0,3.0,5.0,9.0,2.0,0.0,0.0,0.0,3.0
6,219.0,206.0,288.0,496.0,2386.0,909.0,734.0,1470.0,1658.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,11.0,30.0,59.0,37.0,23.0,16.0,28.0,39.0,20.0
9,4.0,12.0,8.0,11.0,16.0,21.0,14.0,12.0,10.0
10,875.0,2877.0,3163.0,2974.0,2386.0,2726.0,2935.0,2940.0,1658.0
11,82.0,97.0,95.0,92.0,82.0,91.0,95.0,89.0,58.0
12,2.0,1.0,2.0,4.0,8.0,3.0,2.0,4.0,16.0
13,32.0,97.0,100.0,95.0,87.0,92.0,97.0,100.0,82.0
14,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,45.0,85.0,24.0,61.0,58.0,80.0,84.0,53.0,71.0
17,27.0,3.0,26.0,25.0,30.0,17.0,8.0,24.0,16.0
18,27.0,12.0,50.0,14.0,12.0,3.0,8.0,24.0,13.0
