,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.5,3.625,3.625,22.0,15.0,15.0,15.0,10.0,13.0
2,7806.0,7559.0,9634.0,40000.0,40000.0,40000.0,40000.0,55000.0,55000.0
3,36.0,36.0,38.0,5.0,14.0,31.0,7.0,23.0,14.0
4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6,0.0,0.0,3367.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,37.0,49.0,41.0,5.0,21.0,28.0,3.0,25.0,15.0
9,13.0,10.0,12.0,2.0,4.0,9.0,2.0,5.0,3.0
10,3102.0,3240.0,3367.0,286.0,963.0,2091.0,291.0,1458.0,1032.0
11,100.0,100.0,100.0,80.0,79.0,74.0,57.0,65.0,86.0
12,0.0,0.0,0.0,7.0,17.0,12.0,10.0,22.0,5.0
13,95.0,95.0,100.0,13.0,41.0,82.0,18.0,61.0,37.0
14,5.0,4.0,2.0,1.0,2.0,5.0,0.0,5.0,3.0
15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,33.0,33.0,47.0,0.0,21.0,45.0,57.0,48.0,43.0
17,17.0,25.0,24.0,40.0,29.0,16.0,14.0,13.0,29.0
18,50.0,42.0,29.0,60.0,50.0,39.0,29.0,39.0,29.0
