,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,24.0,20.0,19.0,19.0,27.0,17.0,17.0
2,823.0,9634.0,12961.0,19170.0,16469.0,16469.0,16469.0
3,5.0,8.0,20.0,22.0,32.0,28.0,34.0
4,0.0,1.0,4.0,3.0,5.0,6.0,20.0
5,0.0,0.0,0.0,2.0,13.0,6.0,13.0
6,0.0,399.0,158.0,385.0,384.0,316.0,136.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,5.0,7.0,9.0,20.0,17.0,34.0
9,3.0,4.0,9.0,11.0,9.0,11.0,10.0
10,328.0,399.0,633.0,1156.0,1922.0,1893.0,2721.0
11,80.0,63.0,30.0,59.0,66.0,68.0,91.0
12,7.0,15.0,28.0,23.0,13.0,9.0,3.0
13,24.0,21.0,53.0,58.0,94.0,82.0,100.0
14,0.0,2.0,0.0,0.0,2.0,2.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,60.0,63.0,80.0,82.0,50.0,57.0,50.0
17,40.0,13.0,15.0,14.0,38.0,25.0,21.0
18,0.0,25.0,5.0,5.0,13.0,18.0,29.0
