,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,16.6,17.0,5.0,27.0,17.0,17.0
2,62830.0,65037.0,65646.0,65877.0,65877.0,108697.0
3,30.0,21.0,20.0,22.0,29.0,31.0
4,8.0,2.0,4.0,5.0,7.0,6.0
5,19.0,2.0,7.0,2.0,4.0,2.0
6,293.0,684.0,313.0,228.0,220.0,283.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,33.0,27.0,16.0,20.0,20.0,16.0
9,9.0,3.0,10.0,4.0,12.0,8.0
10,2340.0,1368.0,1250.0,1140.0,1539.0,1700.0
11,90.0,71.0,70.0,64.0,69.0,65.0
12,3.0,7.0,8.0,16.0,10.0,11.0
13,88.0,62.0,59.0,65.0,85.0,91.0
14,1.0,0.0,0.0,1.0,0.0,2.0
15,1.0,1.0,0.0,0.0,0.0,0.0
16,60.0,38.0,60.0,45.0,48.0,45.0
17,20.0,24.0,30.0,36.0,28.0,23.0
18,20.0,38.0,10.0,18.0,24.0,32.0
