,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,9.0,6.333,5.0,25.0,17.0,4.0,24.0,23.0
2,1120.0,2767.0,4875.0,45192.0,45751.0,45784.0,67030.0,67030.0
3,19.0,29.0,30.0,1.0,11.0,15.0,34.0,36.0
4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
5,2.0,10.0,4.0,0.0,1.0,3.0,6.0,2.0
6,0.0,0.0,2537.0,0.0,0.0,1135.0,2545.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,17.0,28.0,23.0,0.0,11.0,19.0,39.0,34.0
9,7.0,11.0,14.0,1.0,2.0,3.0,10.0,15.0
10,1244.0,2460.0,2537.0,81.0,593.0,1135.0,2545.0,2882.0
11,74.0,97.0,97.0,100.0,64.0,87.0,82.0,89.0
12,7.0,1.0,2.0,3.0,19.0,5.0,7.0,4.0
13,56.0,85.0,88.0,3.0,29.0,63.0,89.0,95.0
14,1.0,4.0,3.0,0.0,1.0,1.0,2.0,8.0
15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16,47.0,55.0,77.0,100.0,36.0,53.0,47.0,50.0
17,26.0,17.0,10.0,0.0,45.0,33.0,21.0,25.0
18,26.0,28.0,13.0,0.0,18.0,13.0,32.0,25.0
