,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,25.0,16.0,26.0,18.0,22.0,25.0,25.0,35.0,27.0
2,77339.0,68001.0,150000.0,150000.0,175000.0,350000.0,350000.0,400000.0,400000.0
3,16.0,34.0,25.0,36.0,37.0,19.0,35.0,25.0,30.0
4,3.0,10.0,7.0,6.0,8.0,2.0,13.0,6.0,15.0
5,5.0,18.0,9.0,18.0,16.0,2.0,21.0,11.0,8.0
6,471.0,305.0,286.0,480.0,384.0,489.0,215.0,333.0,147.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,30.0,38.0,26.0,34.0,22.0,3.0,22.0,17.0,22.0
9,1.0,8.0,8.0,12.0,18.0,12.0,17.0,12.0,15.0
10,1414.0,3048.0,2002.0,2877.0,3074.0,977.0,2794.0,1997.0,2201.0
11,100.0,100.0,88.0,92.0,97.0,58.0,91.0,92.0,83.0
12,0.0,0.0,4.0,4.0,2.0,9.0,4.0,6.0,8.0
13,94.0,100.0,74.0,95.0,97.0,50.0,92.0,66.0,79.0
14,3.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0
15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,50.0,59.0,48.0,61.0,84.0,84.0,71.0,68.0,70.0
17,19.0,26.0,32.0,25.0,11.0,0.0,9.0,20.0,20.0
18,31.0,15.0,20.0,14.0,5.0,16.0,20.0,12.0,10.0
