,2018-2019,2019-2020,2020-2021,2021-2022
1,7.0,11.833,2.5,13.5
2,54908.0,54842.0,93216.0,63406.0
3,18.0,15.0,32.0,14.0
4,9.0,4.0,7.0,3.0
5,0.0,1.0,1.0,0.0
6,153.0,228.0,233.0,245.0
7,0.0,0.0,0.0,0.0
8,15.0,21.0,26.0,11.0
9,7.0,5.0,8.0,5.0
10,1373.0,913.0,1630.0,734.0
11,89.0,60.0,56.0,64.0
12,2.0,6.0,14.0,6.0
13,100.0,100.0,94.0,74.0
14,0.0,2.0,4.0,0.0
15,0.0,0.0,0.0,0.0
16,56.0,33.0,25.0,43.0
17,22.0,27.0,31.0,21.0
18,22.0,40.0,44.0,36.0
