,2019-2020,2020-2021,2021-2022
1,16.0,15.0,5.0
2,25000.0,25000.0,25000.0
3,6.0,6.0,11.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,7.0,8.0,8.0
9,2.0,2.0,6.0
10,525.0,487.0,735.0
11,100.0,100.0,91.0
12,7.0,8.0,8.0
13,33.0,16.0,29.0
14,1.0,2.0,3.0
15,0.0,0.0,1.0
16,17.0,33.0,73.0
17,33.0,17.0,0.0
18,50.0,50.0,27.0
