,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,18.0,10.0,11.875,14.0,4.0,13.857,15.0,25.0,1.0
2,27454.0,24424.0,31028.0,41272.0,64213.0,66404.0,91503.0,91569.0,39691.0
3,35.0,37.0,34.0,30.0,38.0,36.0,18.0,32.0,35.0
4,6.0,12.0,10.0,10.0,6.0,0.0,1.0,5.0,5.0
5,5.0,7.0,10.0,2.0,9.0,7.0,0.0,7.0,8.0
6,443.0,256.0,265.0,219.0,501.0,0.0,503.0,399.0,501.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26.0,48.0,32.0,31.0,42.0,26.0,4.0,26.0,36.0
9,12.0,12.0,12.0,8.0,9.0,16.0,8.0,11.0,7.0
10,2659.0,3070.0,2645.0,2192.0,3007.0,2541.0,503.0,1993.0,2506.0
11,91.0,95.0,91.0,93.0,95.0,92.0,28.0,75.0,80.0
12,3.0,2.0,3.0,5.0,2.0,5.0,33.0,12.0,7.0
13,92.0,97.0,89.0,79.0,100.0,95.0,47.0,84.0,95.0
14,7.0,3.0,6.0,4.0,2.0,4.0,0.0,5.0,1.0
15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,49.0,38.0,53.0,37.0,50.0,53.0,56.0,66.0,37.0
17,20.0,30.0,15.0,23.0,13.0,31.0,11.0,25.0,20.0
18,31.0,32.0,32.0,40.0,37.0,17.0,33.0,9.0,43.0
