,2019-2020,2020-2021,2021-2022
1,6.5,8.0,9.0
2,4941.0,5105.0,5105.0
3,17.0,31.0,11.0
4,0.0,3.0,1.0
5,0.0,0.0,1.0
6,0.0,434.0,547.0
7,0.0,0.0,0.0
8,6.0,16.0,8.0
9,5.0,11.0,4.0
10,440.0,1302.0,547.0
11,18.0,42.0,55.0
12,23.0,23.0,6.0
13,26.0,310.0,29.0
14,1.0,7.0,0.0
15,0.0,0.0,0.0
16,35.0,39.0,27.0
17,35.0,29.0,27.0
18,29.0,32.0,45.0
