,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,15.0,7.667,7.667,4.0,7.0,7.667,12.0,7.67
2,35000.0,33301.0,39263.0,40646.0,49408.0,49408.0,47761.0,47761.0
3,13.0,15.0,34.0,34.0,30.0,19.0,28.0,32.0
4,2.0,5.0,15.0,13.0,17.0,12.0,20.0,6.0
5,0.0,3.0,8.0,6.0,4.0,2.0,5.0,8.0
6,289.0,217.0,158.0,171.0,141.0,119.0,119.0,451.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,21.0,28.0,37.0,38.0,26.0,41.0,56.0
9,5.0,2.0,12.0,10.0,5.0,5.0,6.0,6.0
10,577.0,1084.0,2364.0,2228.0,2396.0,1422.0,2383.0,2708.0
11,46.0,80.0,82.0,65.0,93.0,74.0,93.0,94.0
12,11.0,4.0,6.0,12.0,3.0,6.0,2.0,2.0
13,72.0,88.0,100.0,100.0,88.0,56.0,82.0,94.0
14,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,38.0,40.0,47.0,44.0,40.0,47.0,39.0,34.0
17,23.0,20.0,41.0,29.0,37.0,16.0,29.0,22.0
18,38.0,40.0,12.0,26.0,23.0,37.0,32.0,44.0
