,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,9.0,6.5,6.5,8.0,9.0
2,1235.0,5929.0,8235.0,11528.0,11528.0
3,2.0,7.0,14.0,32.0,32.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,1.0,4.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,1.0,6.0,12.0,22.0,22.0
9,1.0,1.0,3.0,11.0,17.0
10,76.0,455.0,713.0,2381.0,2289.0
11,50.0,86.0,57.0,88.0,78.0
12,7.0,7.0,17.0,8.0,12.0
13,5.0,18.0,21.0,320.0,84.0
14,0.0,0.0,2.0,3.0,3.0
15,0.0,0.0,0.0,0.0,0.0
16,50.0,43.0,21.0,44.0,44.0
17,0.0,14.0,29.0,28.0,28.0
18,50.0,43.0,50.0,28.0,28.0
