,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,17.0,5.0,27.0,17.0,17.0
2,32626.0,32938.0,49243.0,41173.0,41173.0
3,22.0,29.0,29.0,3.0,25.0
4,0.0,1.0,2.0,0.0,4.0
5,2.0,1.0,5.0,0.0,4.0
6,0.0,1874.0,1058.0,0.0,302.0
7,0.0,0.0,0.0,0.0,0.0
8,19.0,15.0,24.0,3.0,20.0
9,4.0,14.0,10.0,0.0,9.0
10,1336.0,1874.0,2115.0,84.0,1207.0
11,64.0,69.0,90.0,33.0,60.0
12,14.0,13.0,5.0,3.0,14.0
13,65.0,85.0,85.0,9.0,74.0
14,2.0,7.0,7.0,0.0,2.0
15,0.0,0.0,1.0,0.0,0.0
16,59.0,59.0,59.0,0.0,56.0
17,23.0,24.0,38.0,33.0,20.0
18,18.0,17.0,3.0,67.0,24.0
