,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.5,2.25,2.25,1.0,17.0,10.0,22.0,26.0,18.0
2,4068.0,7148.0,20422.0,12978.0,47184.0,47267.0,180000.0,180000.0,240000.0
3,24.0,31.0,31.0,33.0,33.0,33.0,14.0,37.0,36.0
4,5.0,3.0,3.0,5.0,11.0,20.0,8.0,18.0,10.0
5,4.0,2.0,4.0,2.0,6.0,5.0,7.0,12.0,6.0
6,311.0,511.0,703.0,343.0,254.0,148.0,148.0,172.0,311.0
7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,22.0,22.0,36.0,25.0,23.0,31.0,6.0,36.0,54.0
9,7.0,7.0,7.0,6.0,17.0,10.0,9.0,13.0,8.0
10,1555.0,1534.0,2110.0,1717.0,2799.0,2952.0,1187.0,3101.0,3111.0
11,71.0,52.0,77.0,67.0,97.0,100.0,100.0,95.0,97.0
12,7.0,21.0,11.0,16.0,1.0,0.0,0.0,2.0,1.0
13,63.0,82.0,82.0,87.0,97.0,97.0,100.0,97.0,95.0
14,4.0,5.0,8.0,2.0,6.0,9.0,2.0,6.0,10.0
15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,33.0,23.0,26.0,33.0,70.0,67.0,64.0,54.0,39.0
17,25.0,32.0,19.0,36.0,18.0,15.0,36.0,30.0,28.0
18,42.0,45.0,55.0,30.0,12.0,18.0,0.0,16.0,33.0
