,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.5,1.5,1.5,1.5,7.833,21.0
2,1500.0,6000.0,6000.0,20000.0,20000.0,60000.0
3,7.0,42.0,46.0,13.0,38.0,36.0
4,0.0,14.0,22.0,1.0,8.0,12.0
5,0.0,1.0,4.0,4.0,5.0,10.0
6,0.0,234.0,179.0,918.0,321.0,249.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,7.0,53.0,65.0,13.0,33.0,46.0
9,0.0,11.0,11.0,1.0,11.0,8.0
10,181.0,3280.0,3944.0,918.0,2566.0,2988.0
11,14.0,88.0,98.0,85.0,79.0,94.0
12,17.0,6.0,1.0,2.0,8.0,2.0
13,18.0,91.0,100.0,93.0,100.0,95.0
14,0.0,2.0,1.0,0.0,0.0,6.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,21.0,37.0,31.0,50.0,42.0
17,0.0,36.0,24.0,23.0,21.0,22.0
18,100.0,43.0,39.0,46.0,29.0,36.0
