,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,8.0,22.0,17.0,19.0,23.0,17.0,19.0,19.0
2,708.0,3393.0,39608.0,40992.0,94369.0,100462.0,100462.0,0.0
3,5.0,18.0,7.0,33.0,25.0,21.0,31.0,36.0
4,0.0,3.0,0.0,5.0,5.0,2.0,5.0,11.0
5,0.0,0.0,1.0,9.0,3.0,2.0,6.0,6.0
6,0.0,306.0,0.0,487.0,293.0,634.0,458.0,237.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,8.0,3.0,25.0,10.0,22.0,35.0,42.0
9,3.0,10.0,4.0,11.0,11.0,3.0,4.0,11.0
10,37.0,917.0,143.0,2437.0,1465.0,1268.0,2289.0,2606.0
11,0.0,56.0,14.0,82.0,72.0,67.0,87.0,83.0
12,6.0,17.0,14.0,6.0,8.0,10.0,9.0,7.0
13,19.0,53.0,41.0,92.0,69.0,55.0,82.0,95.0
14,1.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0
15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,80.0,83.0,86.0,61.0,48.0,24.0,19.0,28.0
17,0.0,6.0,14.0,18.0,32.0,33.0,35.0,42.0
18,20.0,11.0,0.0,21.0,20.0,43.0,45.0,31.0
