,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.5,1.5,1.5,30.0,29.0,18.0,24.0,33.0
2,20000.0,12000.0,23000.0,40000.0,60000.0,60000.0,60000.0,100000.0
3,24.0,42.0,33.0,22.0,36.0,36.0,38.0,29.0
4,0.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0
5,2.0,3.0,2.0,5.0,11.0,12.0,7.0,10.0
6,0.0,1783.0,2735.0,1940.0,0.0,1556.0,3384.0,846.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,27.0,26.0,59.0,18.0,20.0,31.0,42.0,20.0
9,6.0,19.0,5.0,10.0,21.0,14.0,12.0,17.0
10,1526.0,3565.0,2735.0,1940.0,3216.0,3112.0,3384.0,2538.0
11,71.0,98.0,94.0,100.0,100.0,94.0,100.0,100.0
12,13.0,3.0,3.0,5.0,1.0,2.0,0.0,4.0
13,63.0,91.0,87.0,58.0,95.0,95.0,100.0,76.0
14,7.0,4.0,5.0,2.0,4.0,2.0,2.0,5.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,13.0,55.0,24.0,64.0,78.0,86.0,53.0,72.0
17,42.0,26.0,21.0,23.0,19.0,6.0,24.0,24.0
18,46.0,19.0,55.0,14.0,3.0,8.0,24.0,3.0
