,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,8.5,8.5,3.0,8.5,8.5,8.5,8.5
2,5000.0,5000.0,5000.0,25000.0,25000.0,25000.0,25000.0
3,2.0,24.0,33.0,16.0,30.0,25.0,6.0
4,0.0,2.0,2.0,0.0,1.0,0.0,1.0
5,0.0,3.0,1.0,0.0,1.0,1.0,0.0
6,0.0,772.0,946.0,0.0,2026.0,0.0,234.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,17.0,23.0,19.0,34.0,23.0,9.0
9,1.0,12.0,10.0,5.0,8.0,8.0,2.0
10,98.0,1544.0,1892.0,979.0,2026.0,1421.0,234.0
11,50.0,75.0,61.0,63.0,77.0,68.0,33.0
12,1.0,8.0,15.0,26.0,13.0,18.0,13.0
13,5.0,63.0,87.0,42.0,79.0,66.0,16.0
14,0.0,4.0,7.0,2.0,8.0,3.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,50.0,54.0,39.0,50.0,33.0,52.0,17.0
17,50.0,21.0,24.0,13.0,33.0,20.0,33.0
18,0.0,25.0,36.0,38.0,33.0,28.0,50.0
