,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,16.6,17.0,29.0,18.0,24.0,33.0
2,47283.0,65037.0,120000.0,120000.0,120000.0,120000.0
3,31.0,27.0,25.0,18.0,10.0,23.0
4,8.0,6.0,2.0,2.0,0.0,3.0
5,6.0,5.0,1.0,3.0,0.0,1.0
6,301.0,327.0,695.0,408.0,0.0,391.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,30.0,35.0,8.0,7.0,8.0,6.0
9,10.0,6.0,15.0,9.0,6.0,12.0
10,2409.0,1961.0,1390.0,815.0,522.0,1173.0
11,94.0,85.0,64.0,50.0,70.0,61.0
12,3.0,5.0,16.0,18.0,11.0,15.0
13,91.0,79.0,66.0,47.0,26.0,61.0
14,8.0,8.0,0.0,1.0,1.0,3.0
15,0.0,2.0,0.0,0.0,0.0,0.0
16,65.0,44.0,84.0,72.0,80.0,74.0
17,16.0,26.0,16.0,17.0,0.0,22.0
18,19.0,30.0,0.0,11.0,20.0,4.0
