,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,12.833,21.0,13.0,26.0,20.0,19.0,22.0,26.0,18.0
2,9849.0,9404.0,110000.0,110000.0,110000.0,110000.0,250000.0,98815.0,250000.0
3,11.0,35.0,32.0,26.0,30.0,27.0,32.0,22.0,9.0
4,2.0,9.0,11.0,4.0,9.0,10.0,17.0,4.0,0.0
5,1.0,3.0,4.0,6.0,5.0,2.0,5.0,3.0,1.0
6,281.0,193.0,247.0,391.0,176.0,158.0,154.0,371.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,6.0,29.0,13.0,13.0,25.0,27.0,19.0,2.0
9,7.0,19.0,15.0,10.0,15.0,5.0,12.0,9.0,4.0
10,561.0,1738.0,2722.0,1564.0,1584.0,1576.0,2626.0,1483.0,493.0
11,73.0,54.0,94.0,69.0,60.0,67.0,97.0,77.0,78.0
12,3.0,17.0,2.0,13.0,16.0,12.0,1.0,6.0,2.0
13,29.0,92.0,94.0,68.0,79.0,71.0,84.0,58.0,56.0
14,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,73.0,54.0,47.0,46.0,63.0,48.0,50.0,59.0,22.0
17,9.0,29.0,25.0,35.0,13.0,19.0,31.0,27.0,56.0
18,18.0,17.0,28.0,19.0,23.0,33.0,19.0,14.0,22.0
