,2018-2019,2019-2020,2020-2021,2021-2022
1,1.0,1.0,2.0,2.0
2,3459.0,4282.0,6917.0,6917.0
3,26.0,6.0,33.0,37.0
4,1.0,0.0,1.0,4.0
5,1.0,0.0,0.0,0.0
6,2332.0,0.0,2899.0,833.0
7,0.0,0.0,0.0,0.0
8,45.0,14.0,41.0,43.0
9,2.0,1.0,9.0,11.0
10,2332.0,540.0,2899.0,3330.0
11,100.0,100.0,100.0,100.0
12,0.0,0.0,0.0,0.0
13,87.0,100.0,87.0,97.0
14,6.0,0.0,12.0,2.0
15,1.0,0.0,2.0,0.0
16,23.0,17.0,27.0,30.0
17,27.0,17.0,39.0,32.0
18,50.0,67.0,33.0,38.0
