,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,0.5,2.0,13.3,11.0,2.5,20.0,17.0,16.0
2,1647.0,2503.0,8465.0,9042.0,9157.0,15316.0,24374.0,24317.0
3,23.0,31.0,6.0,33.0,35.0,32.0,22.0,21.0
4,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
5,2.0,0.0,1.0,2.0,5.0,4.0,1.0,0.0
6,0.0,0.0,0.0,0.0,595.0,0.0,874.0,0.0
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,30.0,42.0,4.0,28.0,39.0,34.0,23.0,21.0
9,3.0,7.0,3.0,8.0,9.0,9.0,6.0,5.0
10,1704.0,2790.0,292.0,2398.0,2973.0,2357.0,1748.0,1398.0
11,78.0,100.0,50.0,79.0,94.0,78.0,91.0,76.0
12,8.0,1.0,12.0,11.0,4.0,11.0,3.0,7.0
13,68.0,91.0,38.0,87.0,92.0,84.0,58.0,55.0
14,3.0,6.0,2.0,3.0,5.0,10.0,3.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,35.0,42.0,50.0,39.0,54.0,59.0,64.0,38.0
17,35.0,26.0,50.0,33.0,23.0,25.0,27.0,24.0
18,30.0,32.0,0.0,27.0,23.0,16.0,9.0,38.0
