,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.5,6.0,30.0,29.0,18.0,24.0,33.0
2,45000.0,65000.0,180000.0,180000.0,180000.0,180000.0,220000.0
3,34.0,21.0,14.0,38.0,38.0,5.0,34.0
4,3.0,1.0,0.0,4.0,5.0,1.0,3.0
5,0.0,0.0,0.0,2.0,1.0,0.0,1.0
6,1020.0,1853.0,0.0,846.0,684.0,370.0,1020.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,36.0,23.0,10.0,22.0,33.0,11.0,21.0
9,10.0,8.0,7.0,21.0,15.0,1.0,21.0
10,3060.0,1853.0,1260.0,3384.0,3420.0,370.0,3060.0
11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
12,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13,100.0,55.0,82.0,100.0,100.0,13.0,89.0
14,2.0,4.0,1.0,1.0,1.0,1.0,3.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,50.0,33.0,50.0,79.0,84.0,60.0,74.0
17,21.0,29.0,29.0,18.0,8.0,20.0,21.0
18,29.0,38.0,21.0,3.0,8.0,20.0,6.0
