,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,5.0,7.667,7.667,7.667,4.0,7.0,7.667,12.0,7.67
2,30567.0,40811.0,39213.0,47283.0,48946.0,4941.0,49408.0,51878.0,51878.0
3,33.0,34.0,33.0,34.0,34.0,33.0,30.0,31.0,33.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,58.0,55.0,50.0,37.0,48.0,51.0,49.0,51.0,57.0
9,5.0,8.0,6.0,12.0,10.0,5.0,7.0,6.0,8.0
10,2970.0,3060.0,2970.0,3060.0,3060.0,2970.0,2700.0,2790.0,2970.0
11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13,97.0,100.0,97.0,100.0,100.0,97.0,88.0,91.0,97.0
14,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,27.0,35.0,27.0,47.0,44.0,36.0,43.0,32.0,36.0
17,27.0,24.0,30.0,41.0,29.0,36.0,23.0,26.0,21.0
18,45.0,41.0,42.0,12.0,26.0,27.0,33.0,42.0,42.0
