,2019-2020,2020-2021,2021-2022
1,2.0,2.0,2.0
2,11858.0,11858.0,11858.0
3,27.0,37.0,38.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,18.0,49.0,44.0
9,12.0,10.0,11.0
10,2430.0,3285.0,3420.0
11,100.0,100.0,100.0
12,0.0,0.0,0.0
13,96.0,97.0,100.0
14,1.0,1.0,3.0
15,0.0,0.0,0.0
16,37.0,24.0,29.0
17,41.0,41.0,34.0
18,22.0,35.0,37.0
