,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,11.833,11.833,12.0,7.0,11.833,12.0,19.0
2,165.0,4414.0,171132.0,182989.0,182973.0,182973.0,299410.0
3,30.0,38.0,38.0,36.0,36.0,37.0,17.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,29.0,45.0,42.0,31.0,42.0,38.0,17.0
9,11.0,12.0,12.0,11.0,12.0,14.0,5.0
10,2628.0,3420.0,3420.0,3091.0,3201.0,3330.0,1530.0
11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
12,8.0,0.0,0.0,0.0,0.0,0.0,15.0
13,79.0,100.0,100.0,95.0,95.0,97.0,45.0
14,3.0,2.0,2.0,4.0,3.0,1.0,3.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,40.0,47.0,47.0,50.0,50.0,65.0,76.0
17,37.0,24.0,26.0,31.0,25.0,16.0,12.0
18,23.0,29.0,26.0,19.0,25.0,19.0,12.0
