,2019-2020,2020-2021,2021-2022
1,10.0,23.0,18.889
2,75000.0,75000.0,110000.0
3,15.0,27.0,22.0
4,1.0,1.0,1.0
5,2.0,3.0,3.0
6,988.0,2300.0,1916.0
7,0.0,0.0,0.0
8,16.0,27.0,21.0
9,3.0,8.0,10.0
10,988.0,2300.0,1916.0
11,80.0,96.0,100.0
12,7.0,1.0,4.0
13,39.0,71.0,58.0
14,2.0,4.0,0.0
15,0.0,0.0,0.0
16,40.0,48.0,59.0
17,27.0,15.0,14.0
18,33.0,37.0,27.0
