,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2,10936.0,27355.0,23567.0,45521.0,52537.0,41173.0,41173.0
3,33.0,33.0,20.0,34.0,34.0,34.0,13.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,38.0,40.0,24.0,70.0,69.0,59.0,21.0
9,13.0,8.0,6.0,5.0,6.0,5.0,1.0
10,2970.0,2970.0,1800.0,3060.0,3060.0,2997.0,1170.0
11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
12,1.0,1.0,0.0,0.0,0.0,0.0,14.0
13,97.0,97.0,59.0,100.0,100.0,100.0,38.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,27.0,30.0,45.0,15.0,29.0,24.0,31.0
17,39.0,36.0,30.0,21.0,18.0,26.0,46.0
18,33.0,33.0,25.0,65.0,53.0,50.0,23.0
