,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,30.0,29.0,18.0,24.0,33.0
2,60000.0,60000.0,100000.0,100000.0,100000.0
3,25.0,22.0,9.0,10.0,31.0
4,1.0,1.0,1.0,1.0,3.0
5,0.0,0.0,0.0,2.0,3.0
6,1996.0,1535.0,702.0,691.0,930.0
7,0.0,0.0,0.0,0.0,0.0
8,27.0,12.0,5.0,5.0,21.0
9,10.0,11.0,3.0,3.0,17.0
10,1996.0,1535.0,702.0,691.0,2790.0
11,88.0,77.0,89.0,90.0,100.0
12,4.0,14.0,8.0,1.0,4.0
13,66.0,58.0,24.0,26.0,82.0
14,3.0,3.0,0.0,2.0,2.0
15,0.0,0.0,0.0,0.0,0.0
16,64.0,77.0,78.0,50.0,77.0
17,24.0,23.0,22.0,40.0,16.0
18,12.0,0.0,0.0,10.0,6.0
