,2019-2020,2020-2021,2021-2022
1,16,16,16
2,2000,2000,15000
3,3,18,30
4,0,0,1
5,0,0,0
6,0,0,2688
7,0,0,0
8,2,11,25
9,0,5,10
10,185,1309,2688
11,67,78,100
12,31,23,2
13,8,47,79
14,0,3,3
15,0,0,0
16,33,39,47
17,33,33,13
18,33,28,40
