,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,18.0,22.0,25.0,25.0,35.0,27.0
2,75000.0,75000.0,90000.0,90000.0,90000.0,90000.0
3,10.0,29.0,29.0,34.0,29.0,28.0
4,7.0,13.0,7.0,14.0,9.0,8.0
5,4.0,3.0,3.0,8.0,4.0,8.0
6,93.0,128.0,148.0,145.0,229.0,235.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,5.0,12.0,11.0,14.0,17.0,15.0
9,5.0,14.0,16.0,15.0,15.0,15.0
10,652.0,1670.0,1035.0,2030.0,2062.0,1878.0
11,80.0,66.0,28.0,62.0,76.0,75.0
12,2.0,13.0,28.0,14.0,8.0,13.0
13,53.0,76.0,76.0,89.0,76.0,74.0
14,2.0,6.0,1.0,1.0,2.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,70.0,86.0,83.0,68.0,72.0,75.0
17,30.0,10.0,7.0,9.0,10.0,18.0
18,0.0,3.0,10.0,24.0,17.0,7.0
