,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,16.0,18.0,14.0,10.0,21.0,26.0,16.0,15.0
2,46394.0,40811.0,85000.0,85000.0,85000.0,140000.0,140000.0,190000.0
3,31.0,30.0,28.0,34.0,37.0,31.0,30.0,37.0
4,10.0,11.0,4.0,14.0,12.0,12.0,11.0,17.0
5,4.0,3.0,1.0,6.0,6.0,6.0,10.0,9.0
6,237.0,207.0,277.0,147.0,192.0,165.0,225.0,183.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,32.0,26.0,12.0,18.0,18.0,24.0,31.0,36.0
9,7.0,13.0,9.0,16.0,16.0,11.0,8.0,11.0
10,2365.0,2280.0,1106.0,2063.0,2302.0,1982.0,2478.0,3119.0
11,94.0,93.0,46.0,68.0,73.0,74.0,93.0,97.0
12,2.0,4.0,17.0,13.0,11.0,10.0,2.0,1.0
13,91.0,88.0,80.0,89.0,97.0,82.0,79.0,97.0
14,1.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
16,55.0,50.0,54.0,71.0,59.0,61.0,47.0,46.0
17,13.0,30.0,29.0,18.0,22.0,3.0,27.0,22.0
18,32.0,20.0,18.0,12.0,19.0,35.0,27.0,32.0
