,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,8.5,3.0,8.5,8.5,8.5,8.5
2,2000.0,20000.0,20000.0,100000.0,100000.0,100000.0
3,11.0,32.0,35.0,36.0,33.0,17.0
4,1.0,4.0,6.0,13.0,16.0,5.0
5,0.0,6.0,2.0,1.0,0.0,2.0
6,346.0,471.0,297.0,202.0,180.0,256.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,7.0,27.0,26.0,43.0,39.0,31.0
9,4.0,9.0,13.0,8.0,11.0,5.0
10,346.0,1882.0,1783.0,2628.0,2872.0,1282.0
11,45.0,56.0,54.0,83.0,97.0,88.0
12,9.0,15.0,18.0,8.0,1.0,5.0
13,31.0,84.0,92.0,95.0,87.0,45.0
14,1.0,4.0,3.0,9.0,3.0,2.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,36.0,34.0,40.0,33.0,48.0,35.0
17,27.0,22.0,20.0,28.0,18.0,12.0
18,36.0,44.0,40.0,39.0,33.0,53.0
