,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,15.0,15.0,15.0,15.0,15.0
2,15000.0,40000.0,40000.0,40000.0,40000.0
3,12.0,38.0,38.0,13.0,26.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,11.0,48.0,58.0,19.0,35.0
9,4.0,11.0,11.0,3.0,8.0
10,1080.0,3420.0,3420.0,1170.0,2340.0
11,100.0,100.0,100.0,100.0,100.0
12,1.0,0.0,0.0,11.0,3.0
13,86.0,100.0,100.0,34.0,68.0
14,0.0,1.0,0.0,0.0,1.0
15,0.0,0.0,0.0,0.0,0.0
16,50.0,32.0,29.0,38.0,50.0
17,8.0,24.0,29.0,38.0,15.0
18,42.0,45.0,42.0,23.0,35.0
