,2018-2019,2019-2020,2020-2021,2021-2022
1,15.0,25.0,9.0,18.0
2,45751.0,45784.0,76252.0,182973.0
3,27.0,35.0,38.0,35.0
4,6.0,14.0,17.0,21.0
5,2.0,3.0,6.0,3.0
6,224.0,175.0,146.0,109.0
7,0.0,0.0,0.0,0.0
8,17.0,28.0,24.0,25.0
9,11.0,12.0,14.0,12.0
10,1343.0,2454.0,2484.0,2284.0
11,48.0,83.0,79.0,80.0
12,21.0,6.0,8.0,8.0
13,71.0,92.0,100.0,92.0
14,4.0,8.0,5.0,6.0
15,0.0,1.0,0.0,0.0
16,48.0,60.0,74.0,63.0
17,30.0,29.0,18.0,26.0
18,22.0,11.0,8.0,11.0
