,2014-2015,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,19.0,2.25,2.25,2.25,2.25,2.25,19.0
2,19532.0,12566.0,13571.0,13719.0,30648.0,30648.0,109850.0
3,25.0,34.0,37.0,36.0,34.0,36.0,36.0
4,1.0,3.0,4.0,9.0,7.0,9.0,3.0
5,3.0,2.0,8.0,9.0,6.0,9.0,1.0
6,731.0,780.0,585.0,354.0,403.0,356.0,717.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9.0,27.0,44.0,51.0,43.0,56.0,24.0
9,7.0,7.0,9.0,8.0,12.0,7.0,11.0
10,731.0,2341.0,2340.0,3190.0,2823.0,3200.0,2150.0
11,24.0,94.0,68.0,100.0,97.0,100.0,67.0
12,27.0,4.0,13.0,0.0,1.0,0.0,13.0
13,66.0,89.0,97.0,95.0,89.0,95.0,95.0
14,3.0,7.0,4.0,7.0,6.0,4.0,7.0
15,1.0,1.0,0.0,0.0,1.0,2.0,0.0
16,56.0,32.0,32.0,25.0,32.0,25.0,53.0
17,28.0,26.0,11.0,28.0,24.0,28.0,22.0
18,16.0,41.0,57.0,47.0,44.0,47.0,25.0
