,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,22.0,28.0,29.0,22.0,29.0,20.0,31.0,24.0,19.0
2,12764.0,33992.0,32675.0,69411.0,40778.0,82346.0,65877.0,41996.0,138341.0
3,32.0,31.0,16.0,18.0,11.0,25.0,18.0,3.0,15.0
4,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
5,2.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0
6,2492.0,2556.0,0.0,619.0,0.0,1837.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,39.0,15.0,6.0,12.0,10.0,15.0,15.0,2.0,10.0
9,9.0,21.0,9.0,8.0,4.0,12.0,10.0,1.0,4.0
10,2492.0,2556.0,1149.0,1238.0,888.0,1837.0,1387.0,194.0,956.0
11,81.0,90.0,81.0,72.0,100.0,84.0,89.0,67.0,80.0
12,6.0,6.0,10.0,17.0,5.0,4.0,4.0,1.0,10.0
13,84.0,91.0,47.0,53.0,32.0,71.0,67.0,8.0,39.0
14,1.0,1.0,2.0,1.0,1.0,6.0,5.0,2.0,2.0
15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,41.0,74.0,81.0,61.0,82.0,72.0,72.0,33.0,73.0
17,22.0,13.0,13.0,33.0,0.0,12.0,11.0,0.0,13.0
18,38.0,13.0,6.0,6.0,18.0,16.0,17.0,67.0,13.0
