,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,18.0,20.0,15.0,19.0,21.0,23.0,17.0,30.0,24.0
2,9519.0,30000.0,30000.0,50000.0,59372.0,59948.0,59948.0,126978.0,129978.0
3,16.0,22.0,26.0,29.0,9.0,26.0,26.0,22.0,20.0
4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6,0.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,414.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,19.0,14.0,15.0,27.0,9.0,15.0,27.0,11.0,10.0
9,3.0,7.0,13.0,9.0,2.0,10.0,6.0,7.0,7.0
10,724.0,1661.0,1643.0,1779.0,657.0,1761.0,1906.0,736.0,828.0
11,56.0,86.0,81.0,76.0,78.0,77.0,81.0,32.0,40.0
12,7.0,4.0,6.0,13.0,3.0,8.0,7.0,17.0,13.0
13,47.0,96.0,68.0,76.0,45.0,68.0,68.0,58.0,53.0
14,2.0,5.0,6.0,5.0,2.0,5.0,7.0,4.0,3.0
15,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
16,13.0,73.0,54.0,59.0,67.0,35.0,38.0,36.0,20.0
17,25.0,14.0,27.0,21.0,11.0,50.0,38.0,41.0,45.0
18,63.0,14.0,19.0,21.0,22.0,15.0,23.0,23.0,35.0
