,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,26.0,18.0,15.0,15.0,15.0,10.0,13.0
2,10000.0,50000.0,60000.0,60000.0,60000.0,80000.0,80000.0
3,26.0,20.0,21.0,29.0,20.0,25.0,26.0
4,8.0,4.0,3.0,1.0,5.0,12.0,4.0
5,1.0,3.0,3.0,3.0,3.0,1.0,5.0
6,96.0,134.0,277.0,871.0,192.0,122.0,317.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,12.0,9.0,17.0,16.0,9.0,23.0,25.0
9,12.0,6.0,3.0,5.0,4.0,7.0,3.0
10,766.0,536.0,831.0,871.0,960.0,1460.0,1266.0
11,27.0,25.0,33.0,31.0,60.0,64.0,50.0
12,28.0,23.0,25.0,27.0,17.0,22.0,22.0
13,68.0,53.0,55.0,76.0,53.0,66.0,68.0
14,1.0,0.0,2.0,2.0,1.0,1.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,46.0,55.0,14.0,28.0,35.0,44.0,31.0
17,27.0,20.0,38.0,21.0,25.0,16.0,19.0
18,27.0,25.0,48.0,52.0,40.0,40.0,50.0
